72	600015	华夏银行 点评	金融服务	7.98	0.38%	1023	7	-15.11	-12.5	-1091	-.01	0	-3.16	2.49	-6.2	3	0	-3.2	-3	3.7	2.5	139	1.04	16.7	19.9	49.6	52.6	16.2	12.5	17.5	15.0	0.17	0.98
73	601919	中远海控 点评	水上运输	5.52	0.36%	421	69	-1.78	-18.22	-759	-.02	0	-12.82	-7.04	-6.8	0	0	-8.8	2	-1.2	8.0	117	0.90	5.9	14.7	49.3	47.3	16.9	18.1	27.9	19.9	0.27	0.99
74	601611	中国核建 点评	土木工程	8.49	0.35%	82	42	-11.1	-21.1	384	.05	-.04	.07	8.27	7.1	4	1	-3.6	10.7	-7.6	0.5	118	0.89	0.1	3.7	62.5	51.8	11.1	18.7	26.3	25.8	0.67	1.40
75	600170	上海建工 点评	土木工程	3.27	0.31%	278	14	-14.4	-13.03	67	0	-.02	-10.07	-6.1	1.4	2	1	-19.2	20.6	1.8	-3.2	93	0.78	0.0	19.2	47.0	26.4	13.4	11.6	39.6	42.8	0.17	0.95
76	000709	河钢股份 点评	黑色金属	3.21	0.31%	341	23	-19.14	-18.94	-470	-.01	0	-1.79	9.04	-1.5	2	0	1.1	-2.6	.5	1.0	96	0.99	11.1	10.0	36.2	38.8	18.0	17.5	34.7	33.7	0.92	2.35
77	002146	荣盛发展 点评	房地产业	9.95	0.30%	387	18	-8.72	12.43	-2328	-.06	-.06	-11.68	5.28	-4.4	3	0	.3	-4.7	.4	4.0	122	0.89	8.6	8.3	50.3	55.0	17.5	17.1	23.6	19.6	1.35	1.78
78	002460	赣锋锂业 点评	有色金属	39.48	0.30%	207	21	-44.4	-46.45	-2408	-.12	-.04	-4.31	2.31	-2.9	4	0	-2.8	-.1	.5	2.4	94	0.97	4.8	7.6	40.8	40.9	19.0	18.5	35.4	33.0	3.99	0.98
79	002601	龙蟒佰利 点评	化学制品	13.51	0.30%	91	12	-24.69	-12.33	48	0	0	.51	-4.28	.5	4	1	-.2	.7	-2.9	2.4	50	1.00	0.0	0.2	25.2	24.5	25.9	28.8	48.9	46.5	1.06	0.79
80	601318	中国平安 点评	保险业	64.63	0.29%	7001	11	1.14	-8.98	863	0	0	-3.46	8.14	.2	1	1	.9	-.7	-.9	0.7	163	0.96	42.1	41.2	39.4	40.1	8.1	9.0	10.4	9.7	0.62	1.04
81	601899	紫金矿业 点评	金属采选	3.96	0.25%	626	21	-2.22	.76	-6760	-.11	-.02	-33.55	5.61	-8.7	0	0	-14.6	5.9	2.6	6.1	135	0.70	15.2	29.8	48.2	42.3	12.4	9.8	24.2	18.1	1.26	1.29
82	600061	国投资本 点评	金融服务	10.16	0.20%	375	21	-18	-28.3	-439	-.01	-.02	-22.26	21.03	-10.1	4	0	2.4	-12.5	.4	9.7	99	0.79	6.5	4.1	37.7	50.2	18.7	18.3	37.1	27.4	0.12	0.86
83	300024	机器人 点评	通用设备	18.03	0.17%	273	116	.56	-5.21	-590	-.02	-.01	-3.62	-1.49	-2.5	7	0	1.9	-4.4	-.2	2.7	85	0.97	5.6	3.7	35.6	40.0	23.5	23.7	35.3	32.6	0.86	1.48
84	601901	方正证券 点评	金融服务	5.92	0.17%	487	37	-8.5	-15.43	-535	-.01	-.01	-15.05	17.49	-8	1	0	-5.2	-2.8	.3	7.7	100	0.87	3.0	8.2	42.8	45.6	16.9	16.6	37.3	29.6	0.14	1.36
85	600926	杭州银行 点评	金融服务	11.55	0.17%	170	7	-2.12	-.35	-2257	-.13	-.26	-81.94	-14.96	-15.8	3	0	3.2	-19	1.7	14.1	141	0.45	17.4	14.2	45.4	64.4	12.0	10.3	25.2	11.1	0.84	1.02
86	002456	欧菲科技 点评	电子设备	18.44	0.16%	485	42	-14.03	-8.58	-1710	-.04	.1	2.6	-14.25	-4.5	7	0	.9	-5.4	5.4	-0.9	76	1.21	3.3	2.4	32.3	37.7	26.1	20.7	38.3	39.2	0.78	0.70
87	000651	格力电器 点评	电气机械	49.01	0.14%	2926	13	-5.77	12.1	-1766	-.01	0	-.47	-6.19	-.8	4	0	3.2	-4	.1	0.7	116	1.01	13.7	10.5	43.8	47.8	19.3	19.2	23.2	22.5	0.75	0.59
88	600016	民生银行 点评	金融服务	7.45	0.13%	2202	5	-.27	-12.46	35	0	0	6.72	-1.51	.1	1	1	-3.8	3.9	-1.3	1.2	134	1.10	20.4	24.2	46.6	42.7	15.1	16.4	17.9	16.7	0.16	1.04
89	601857	中国石油 点评	石油开采	7.75	0.13%	12549	32	-1.02	-2.39	-1571	0	0	-1.21	-11.01	-8.5	0	0	-7.9	-.6	1.1	7.4	119	1.13	10.6	18.5	44.4	45.0	15.2	14.1	29.8	22.4	0.01	1.04
90	600031	三一重工 点评	专用设备	8.63	0.12%	660	11	1.29	1.29	-437	-.01	0	-.92	-.45	-.6	3	0	11.5	-12.1	-1.9	2.5	135	1.00	28.0	16.5	39.4	51.5	14.3	16.2	18.3	15.8	1.11	0.86
91	601006	大秦铁路 点评	铁路运输	9.14	0.11%	1359	8	-3.28	3.16	979	.01	.04	21.69	-23.94	2.9	4	1	7.1	-4.2	1.4	-4.3	121	1.36	20.7	13.6	41.2	45.4	16.9	15.5	21.2	25.5	0.25	0.72
92	000625	长安汽车 点评	汽车制造	9.71	0.10%	365	8	-.41	-26.1	-102	0	0	-5.87	-5.3	-1.5	0	0	-.4	-1.1	-2.3	3.8	59	0.86	1.9	2.3	26.7	27.8	23.8	26.1	47.6	43.8	0.19	0.70
93	000568	泸州老窖 点评	饮料制造	67.23	0.06%	942	20	11.88	2.22	-5047	-.05	-.06	-23.35	22.57	-10.2	8	0	-10.3	.1	4.7	5.5	111	0.79	6.5	16.8	43.8	43.7	21.9	17.2	27.8	22.3	0.53	0.90
94	000540	中天金融 点评	房地产业	0.00	0.00%	317	12	0	0	0	0	0	.54	0	0	1	0	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
95	000723	美锦能源 点评	燃料加工	0.00	0.00%	59	18	-.63	-12.78	0	-.06	-.19	-22.74	0	0	1	0	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
96	000728	国元证券 点评	金融服务	7.95	0.00%	234	40	-15.43	-30.51	-508	-.02	0	-4.67	9	-5.2	2	0	-1.5	-3.7	0	5.2	74	1.01	1.6	3.1	32.9	36.6	26.4	26.4	39.1	33.9	0.42	1.20
97	000402	金融街 点评	房地产业	8.83	0.00%	264	12	-14.19	-18.54	-213	-.01	0	-3	-3.85	-3.1	4	0	-1.9	-1.2	0	3.1	67	1.00	4.0	5.9	27.9	29.1	26.0	26.0	42.1	39.0	0.26	1.27
98	000415	渤海金控 点评	租赁业	0.00	0.00%	207	17	-3.47	.17	0	-.05	-.09	-29.84	0	0	2	0	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
99	000008	神州高铁 点评	运输设备	0.00	0.00%	127	335	-4.93	-9.51	0	-.02	.03	7.07	0	0	4	0	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
100	002252	上海莱士 点评	医药制造	0.00	0.00%	972	-35	.72	-1.66	0	.01	.03	46.63	0	0	9	4	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
101	002292	奥飞娱乐 点评	文教用品	10.83	0.00%	83	77	-6.64	-25.36	165	.02	.04	4.46	-7.35	2.7	5	2	0	2.7	-.4	-2.3	46	1.08	0.0	0.0	24.3	21.6	30.0	30.4	45.7	48.0	0.73	1.16
102	002310	东方园林 点评	土木工程	0.00	0.00%	244	1044	5.19	-5.02	0	.03	.03	4.95	0	0	6	5	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
103	600074	*ST保千 点评	电子设备	1.36	0.00%	14	-7	-40.09	-86.91	-98	-.07	-.15	-10.56	-6.83	-2.6	3	0	-1.6	-1	-3.4	6.0	73	0.81	3.8	5.4	31.2	32.2	30.7	34.1	34.3	28.3	2.69	1.31
104	002450	康得新 点评	橡胶塑料	0.00	0.00%	494	21	-1.1	-15.61	0	.02	.01	4.54	0	0	3	1	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
105	002500	山西证券 点评	金融服务	7.23	0.00%	205	58	-3.98	-22.26	-493	-.02	.03	.38	-1.11	-2.4	3	0	-.9	-1.5	.7	1.7	90	1.06	3.5	4.4	40.4	41.9	21.2	20.5	34.9	33.2	1.00	1.75
106	002466	天齐锂业 点评	有色金属	0.00	0.00%	624	24	3.92	16.77	0	.04	.05	2.81	0	0	6	1	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
107	002470	金正大 点评	化学制品	0.00	0.00%	193	11	10.11	-4.81	0	-.02	.05	2.37	0	0	7	0	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
108	002602	世纪华通 点评	汽车制造	0.00	0.00%	259	34	1.72	2.67	0	0	0	-.46	0	0	4	0	0	0	0	0.0	0	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
